Epoch,Time,Train MSE,Train l2,Validation l2,Cumulative Time
63,40.0316665659775,,0.019217198467999696,0.019905048608779907,2654.0893980948604
64,40.863526141038164,,0.018794518382102252,0.0190634423494339,2694.9529242358985
65,41.20046102104243,,0.018256230102479457,0.020665252208709718,2736.153385256941
66,41.46456389903324,,0.018135990162938834,0.019319170713424684,2777.617949155974
67,40.20989165198989,,0.01752483605891466,0.018245623111724854,2817.827840807964
68,39.83961870899657,,0.017366771420091392,0.016829670667648317,2857.6674595169607
69,38.886997013003565,,0.01700333350673318,0.0180521160364151,2896.554456529964
70,39.70027576299617,,0.0166926597699523,0.0182712459564209,2936.2547322929604
71,41.21982937800931,,0.016238974268734455,0.015459129810333252,2977.4745616709697
72,41.97780656302348,,0.01588297501206398,0.016282643675804138,3019.452368233993
73,40.71343798498856,,0.015596299298107625,0.015249367952346802,3060.1658062189817
74,40.34587495698361,,0.015224714884161949,0.01603662133216858,3100.5116811759654
75,42.16747313697124,,0.01492723803371191,0.015245710015296936,3142.6791543129366
76,40.959623817005195,,0.014502059296518564,0.015267186164855957,3183.638778129942
77,41.33213328698184,,0.014383448532223701,0.01552200436592102,3224.9709114169236
78,41.19363967701793,,0.013943251624703407,0.016169158816337584,3266.1645510939416
79,41.35698868799955,,0.013597608030587434,0.014211015105247497,3307.521539781941
80,41.063055100967176,,0.013439393458515405,0.01415845274925232,3348.5845948829083
81,40.01126336096786,,0.013098678548634052,0.012914409637451172,3388.595858243876
82,41.589198482979555,,0.012876345867663622,0.013315184116363525,3430.1850567268557
83,41.66426281200256,,0.012578434181958437,0.013139432072639465,3471.8493195388583
84,40.99112504301593,,0.012371568240597845,0.012961601018905639,3512.840444581874
85,41.10139975795755,,0.012116738199070096,0.012801856994628906,3553.9418443398317
86,40.849262690055184,,0.011926551955565811,0.012362107634544373,3594.791107029887
87,42.40892143402016,,0.011704782699048519,0.011973515152931213,3637.200028463907
88,41.97948602196993,,0.011505847989395262,0.012110109329223634,3679.179514485877
89,42.03112555696862,,0.011314497607573868,0.0122031968832016,3721.2106400428456
90,42.141152511001565,,0.011123736682906747,0.011176941692829132,3763.351792553847
91,42.27171996497782,,0.010994299202784896,0.011588809490203857,3805.623512518825
92,42.21443932398688,,0.010836564487218857,0.011365368962287903,3847.837951842812
93,41.535763831983786,,0.010720037887617946,0.011077684760093688,3889.3737156747957
94,41.95307001599576,,0.010613307033851743,0.010908730030059814,3931.3267856907914
95,41.759357932023704,,0.010525559557601809,0.01082561731338501,3973.086143622815
96,41.59072701499099,,0.010449874332547187,0.010835807025432586,4014.676870637806
97,42.87341083900537,,0.010393277638405562,0.010697347223758697,4057.5502814768115
98,42.41062201699242,,0.010358202486485243,0.01076336830854416,4099.960903493804
99,42.22543451999081,,0.010337335197255016,0.010756792426109314,4142.186338013795
