Epoch,Time,Train MSE,Train l2,Validation l2,Cumulative Time
0,28.542048813891597,,0.15876493828594684,0.11933727264404297,28.542048813891597
1,25.48643989500124,,0.08322045949101448,0.054710118770599364,54.02848870889284
2,29.690173811046407,,0.06746286840289831,0.05683539152145386,83.71866251993924
3,28.841208986006677,,0.062680661252141,0.05958091735839844,112.55987150594592
4,27.650271295104176,,0.05940469849407673,0.03690449953079224,140.2101428010501
5,26.432135282084346,,0.060797846502065656,0.03984024167060852,166.64227808313444
6,26.654711502953433,,0.05185520449429751,0.14149755001068115,193.29698958608788
7,26.152243623975664,,0.04689835097491741,0.03282982110977173,219.44923321006354
8,25.86489597905893,,0.050830088652670385,0.04167634010314941,245.31412918912247
9,25.174807842005976,,0.04247358661442995,0.044960930347442626,270.48893703112844
10,24.829156554071233,,0.051162112495303155,0.03964961886405945,295.3180935851997
11,26.250305711990222,,0.044498469312489033,0.0349171781539917,321.5683992971899
12,28.33833534596488,,0.044276719729602336,0.10370234489440917,349.9067346431548
13,24.881063951994292,,0.03981952615529299,0.04054776430130005,374.78779859514907
14,25.522501054103486,,0.04278269754499197,0.03232532024383545,400.31029964925256
15,25.927430517040193,,0.03873932536244393,0.03877511739730835,426.23773016629275
16,27.11074065801222,,0.039025548139214515,0.03268405914306641,453.34847082430497
17,26.158894957974553,,0.04678179848790169,0.031675574779510496,479.5073657822795
18,25.963006751029752,,0.03322849510014057,0.03175536036491394,505.4703725333093
19,25.938788415980525,,0.03678026614189148,0.034367811679840085,531.4091609492898
20,24.696430142968893,,0.039166232170164586,0.03301008701324463,556.1055910922587
21,26.63642727106344,,0.03984025290459395,0.03843985795974732,582.7420183633221
22,26.19466223695781,,0.035081313183903694,0.029751830101013184,608.9366806002799
23,25.268880461109802,,0.03423656615167856,0.03283075094223022,634.2055610613897
24,25.380435480969027,,0.033270310473442075,0.029784137010574342,659.5859965423588
25,25.18866112397518,,0.03496642362177372,0.03657840013504028,684.774657666334
26,27.302173719974235,,0.031905993407964704,0.031813682317733766,712.0768313863082
27,25.449565234943293,,0.03590333830192685,0.050564661026000976,737.5263966212515
28,26.191046959953383,,0.028329216669499873,0.029768773317337037,763.7174435812049
29,25.612684862921014,,0.03237204080373049,0.031429381370544435,789.3301284441259
30,26.21645599498879,,0.03038056886792183,0.032014342546463015,815.5465844391147
31,27.574115872965194,,0.03363595634996891,0.03155983209609985,843.1207003120799
32,26.08916125399992,,0.031591955532878635,0.036923732757568356,869.2098615660798
33,25.291963926050812,,0.027339544931799173,0.0258324658870697,894.5018254921306
34,25.762024287017994,,0.03027465477362275,0.025116206407546998,920.2638497791486
35,25.74111156805884,,0.03044437520802021,0.036479071378707886,946.0049613472074
36,27.121518883039244,,0.02700816009491682,0.03542454481124878,973.1264802302467
37,25.531278218026273,,0.02688941472992301,0.0390033233165741,998.657758448273
38,25.367912590969354,,0.028889804702997207,0.02591609001159668,1024.0256710392423
39,26.280506737995893,,0.028896282889693977,0.02508854866027832,1050.3061777772382
